REGIAO;UF;MUNICIPIO;PRODUTO;DATA_COLETA;VALOR_VENDA;BANDEIRA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,59;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,99;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,48;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,89;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,87;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,87;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,79;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,5;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,79;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,99;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,57;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,77;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,57;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,77;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,77;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,87;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,99;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;4,24;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,68;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,88;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,69;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,95;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,69;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,89;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,99;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,48;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,79;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;12/02/2024;3,99;IPIRANGA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,09;VIBRA
N;RR;BOA VISTA;ETANOL;12/02/2024;4,79;VIBRA
N;RR;BOA VISTA;GASOLINA;12/02/2024;5,89;BRANCA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,09;VIBRA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,09;VIBRA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,09;VIBRA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,08;VIBRA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,09;VIBRA
N;RR;BOA VISTA;GASOLINA;12/02/2024;5,89;BRANCA
N;RR;BOA VISTA;ETANOL;12/02/2024;4,84;BRANCA
N;RR;BOA VISTA;GASOLINA;12/02/2024;6,09;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,65;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,17;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,18;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,09;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,99;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,89;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,17;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,09;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;7,29;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;7,49;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;4,99;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,24;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,15;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;6,19;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,99;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,39;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,09;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,84;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,94;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,59;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,96;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,39;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,37;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,27;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,68;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,83;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,14;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,09;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,69;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,59;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,99;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,35;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,17;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,17;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,47;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,17;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,17;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,67;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;7,49;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;6,19;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,98;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,69;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,39;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;7,49;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,59;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,39;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,59;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,17;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,17;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;TOTALENERGIES
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,99;TOTALENERGIES
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,89;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,37;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,24;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,09;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,09;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,69;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;6,39;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,99;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;4,39;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,77;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,14;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,09;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,09;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,87;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,67;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,17;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,69;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,09;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,17;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,99;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,04;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,54;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,39;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,09;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;4,69;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;2,79;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,24;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,14;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;ALESAT
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;ALESAT
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,58;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,38;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,27;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,69;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,57;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,27;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,29;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,27;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,59;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,79;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,69;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,49;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,39;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,56;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,46;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,15;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;7,97;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;6,75;VIBRA
SE;SP;SAO PAULO;ETANOL;12/02/2024;4,5;VIBRA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;6,79;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,99;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,49;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,89;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,24;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,24;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,98;IPIRANGA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,67;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;BRANCA
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;BRANCA
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,19;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,19;RAIZEN
SE;SP;SAO PAULO;GASOLINA;12/02/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;12/02/2024;3,29;RAIZEN
NE;AL;MACEIO;GASOLINA;12/02/2024;5,49;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,59;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,59;IPIRANGA
NE;AL;MACEIO;GASOLINA;12/02/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;12/02/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;12/02/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,69;VIBRA
NE;AL;MACEIO;GASOLINA;12/02/2024;5,59;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,69;VIBRA
NE;AL;MACEIO;GASOLINA;12/02/2024;5,69;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,99;VIBRA
NE;AL;MACEIO;GASOLINA;12/02/2024;5,59;RAIZEN
NE;AL;MACEIO;ETANOL;12/02/2024;3,99;RAIZEN
NE;AL;MACEIO;GASOLINA;12/02/2024;5,59;VIBRA
NE;AL;MACEIO;ETANOL;12/02/2024;3,89;VIBRA
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;ATEM' S
N;AM;MANAUS;ETANOL;12/02/2024;3,99;ATEM' S
N;AM;MANAUS;GASOLINA;12/02/2024;5,45;RZD DISTRIBUIDORA
N;AM;MANAUS;ETANOL;12/02/2024;3,99;RZD DISTRIBUIDORA
N;AM;MANAUS;GASOLINA;12/02/2024;5,45;RZD DISTRIBUIDORA
N;AM;MANAUS;ETANOL;12/02/2024;3,99;RZD DISTRIBUIDORA
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;EQUADOR
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;ATEM' S
N;AM;MANAUS;ETANOL;12/02/2024;3,99;ATEM' S
N;AM;MANAUS;GASOLINA;12/02/2024;5,79;VIBRA
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;ATEM' S
N;AM;MANAUS;ETANOL;12/02/2024;3,99;ATEM' S
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;VIBRA
N;AM;MANAUS;ETANOL;12/02/2024;4,29;VIBRA
N;AM;MANAUS;ETANOL;12/02/2024;3,99;VIBRA
N;AM;MANAUS;GASOLINA;12/02/2024;5,99;VIBRA
N;AM;MANAUS;GASOLINA;12/02/2024;5,79;BRANCA
N;AM;MANAUS;ETANOL;12/02/2024;3,99;BRANCA
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;IPIRANGA
N;AM;MANAUS;ETANOL;12/02/2024;3,99;IPIRANGA
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;EQUADOR
N;AM;MANAUS;GASOLINA;12/02/2024;5,79;IPIRANGA
N;AM;MANAUS;ETANOL;12/02/2024;3,99;IPIRANGA
N;AM;MANAUS;GASOLINA;12/02/2024;5,49;SABBÁ
N;AM;MANAUS;ETANOL;12/02/2024;3,99;SABBÁ
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,49;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,49;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,49;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,49;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,47;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,59;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,48;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,69;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,39;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,69;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,69;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,49;IPIRANGA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;IPIRANGA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,69;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,48;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,69;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,49;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,49;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,59;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,59;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,49;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,49;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,37;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,49;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,59;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,39;ALESAT
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,49;ALESAT
SE;MG;BELO HORIZONTE;GASOLINA;12/02/2024;5,59;IPIRANGA
SE;MG;BELO HORIZONTE;ETANOL;12/02/2024;3,69;IPIRANGA
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,64;VIBRA
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,84;VIBRA
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,65;RAIZEN
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,85;RAIZEN
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,65;VIBRA
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,87;VIBRA
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,64;RAIZEN
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,84;RAIZEN
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,72;RAIZEN
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,65;RAIZEN
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,62;BRANCA
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,69;BRANCA
NE;PB;JOAO PESSOA;GASOLINA;12/02/2024;5,69;BRANCA
NE;PB;JOAO PESSOA;ETANOL;12/02/2024;3,99;BRANCA
